sequence,channel_1,channel_2,channel_3,channel_4,channel_5,channel_6,channel_7,time,timestamp
18,415.39,363.88,424.65,-713.3,0,0,0, 01:48:17.861,1.55E+12
19,175.94,178.25,226.8,-754.65,0,0,0, 01:48:17.877,1.55E+12
20,46.24,49.69,83.26,-746.55,0,0,0, 01:48:17.877,1.55E+12
21,330.82,280.17,345.72,-655.48,0,0,0, 01:48:17.882,1.55E+12
22,280.73,252.5,294.26,-657.87,0,0,0, 01:48:17.882,1.55E+12
23,-8.98,13.39,49.8,-685.77,0,0,0, 01:48:17.892,1.55E+12
24,227.18,186.9,240.53,-592.67,0,0,0, 01:48:17.892,1.55E+12
25,337.75,297.22,355.41,-554.42,0,0,0, 01:48:17.907,1.55E+12
26,34.31,50.69,76.47,-622.16,0,0,0, 01:48:17.907,1.55E+12
27,57.95,47.74,80.5,-576.15,0,0,0, 01:48:17.912,1.55E+12
28,341.35,290.84,349.54,-489.63,0,0,0, 01:48:17.912,1.55E+12
29,100.9,109.77,129.26,-542.82,0,0,0, 01:48:17.921,1.55E+12
30,-53.43,-42.48,-10.27,-566.04,0,0,0, 01:48:17.921,1.55E+12
31,250.6,205.42,269.11,-468.99,0,0,0, 01:48:17.937,1.55E+12
32,195.7,187.01,215.55,-483.37,0,0,0, 01:48:17.937,1.55E+12
33,-105.94,-77.28,-44.13,-523.54,0,0,0, 01:48:17.940,1.55E+12
34,133.57,102.62,164.21,-451.93,0,0,0, 01:48:17.940,1.55E+12
35,249.37,220.22,271.42,-408.84,0,0,0, 01:48:17.952,1.55E+12
36,-64.5,-33.83,-7.35,-467.2,0,0,0, 01:48:17.952,1.55E+12
37,-26.94,-25.94,19.18,-420.22,0,0,0, 01:48:17.967,1.55E+12
38,260.72,218.3,269.3,-354.1,0,0,0, 01:48:17.967,1.55E+12
39,24.87,26.25,20.28,-400.63,0,0,0, 01:48:17.970,1.55E+12
40,-70.22,-107.12,-144.8,-417.3,0,0,0, 01:48:17.970,1.55E+12
41,270.97,121.9,49.08,-320.3,0,0,0, 01:48:17.981,1.55E+12
42,211.01,97.57,7.72,-317.47,0,0,0, 01:48:17.981,1.55E+12
43,-114.04,-156.37,-221.39,-368.01,0,0,0, 01:48:17.997,1.55E+12
44,109.64,28.39,10.06,-289.69,0,0,0, 01:48:17.997,1.55E+12
45,204.31,122.85,97.72,-259.02,0,0,0, 01:48:18.001,1.55E+12
46,-92.67,-104.47,-139.01,-306.06,0,0,0, 01:48:18.001,1.55E+12
47,-66.17,-99.4,-91.72,-266.68,0,0,0, 01:48:18.011,1.55E+12
48,191.43,130.6,174.51,-192.36,0,0,0, 01:48:18.011,1.55E+12
49,-42.52,-24.31,-10.86,-232.57,0,0,0, 01:48:18.027,1.55E+12
50,-172.5,-161.64,-125.93,-243.3,0,0,0, 01:48:18.027,1.55E+12
51,102.53,66.55,122.7,-167.61,0,0,0, 01:48:18.030,1.55E+12
52,81.68,69.74,86.73,-182.01,0,0,0, 01:48:18.030,1.55E+12
53,-179.74,-145.62,-128.92,-226.07,0,0,0, 01:48:18.041,1.55E+12
54,38.87,16.52,52.15,-153.1,0,0,0, 01:48:18.041,1.55E+12
55,161.58,147.7,182.4,-122.34,0,0,0, 01:48:18.057,1.55E+12
56,-93.3,-59.08,-62.33,-150.12,0,0,0, 01:48:18.057,1.55E+12
57,-67.77,-54.68,-23.49,-116.6,0,0,0, 01:48:18.063,1.55E+12
58,223.75,188.85,224.1,-44.74,0,0,0, 01:48:18.063,1.55E+12
59,21.1,26.5,10.74,-97.02,0,0,0, 01:48:18.073,1.55E+12
60,-115.74,-119.51,-152.41,-104.92,0,0,0, 01:48:18.073,1.55E+12
61,193.78,120.33,107.48,-15.96,0,0,0, 01:48:18.103,1.55E+12
62,161.27,106.61,56.63,-37.33,0,0,0, 01:48:18.103,1.55E+12
63,-92.52,-148.94,-257.22,-84.75,0,0,0, 01:48:18.109,1.55E+12
64,176.84,12.71,-104.69,-23.09,0,0,0, 01:48:18.109,1.55E+12
65,285.85,148.66,40.71,9.86,0,0,0, 01:48:18.109,1.55E+12
66,1.47,-87.96,-225.94,-44.71,0,0,0, 01:48:18.109,1.55E+12
67,37.58,-74.04,-186.27,-22.29,0,0,0, 01:48:18.118,1.55E+12
68,263.96,144.63,78.13,45.75,0,0,0, 01:48:18.118,1.55E+12
69,38.37,-25.92,-105.7,-6.71,0,0,0, 01:48:18.125,1.55E+12
70,-99,-151.11,-216.45,-21.1,0,0,0, 01:48:18.125,1.55E+12
71,202.88,113.88,82.94,60.4,0,0,0, 01:48:18.132,1.55E+12
72,176.95,113.36,54.65,65.45,0,0,0, 01:48:18.132,1.55E+12
73,-122.71,-137.53,-224.24,-5.97,0,0,0, 01:48:18.147,1.55E+12
74,47.99,-6.74,-19.55,34.73,0,0,0, 01:48:18.147,1.55E+12
75,121.72,74.98,79.26,46.71,0,0,0, 01:48:18.151,1.55E+12
76,-171.78,-129.59,-113.03,-2.16,0,0,0, 01:48:18.151,1.55E+12
77,-128.52,-98.08,-49.06,41.37,0,0,0, 01:48:18.163,1.55E+12
78,137.92,122.45,210.43,93.31,0,0,0, 01:48:18.163,1.55E+12
79,-80.13,-40.41,29.55,38.32,0,0,0, 01:48:18.177,1.55E+12
80,-182.75,-132.8,-70.9,39.76,0,0,0, 01:48:18.177,1.55E+12
81,107.23,109.39,187.29,113.73,0,0,0, 01:48:18.180,1.55E+12
82,94.78,132.36,179.46,119.48,0,0,0, 01:48:18.180,1.55E+12
83,-175.71,-104.06,-65.79,70.06,0,0,0, 01:48:18.191,1.55E+12
84,12.71,33.51,94.66,107.27,0,0,0, 01:48:18.191,1.55E+12
85,118.24,134.79,183.16,122.66,0,0,0, 01:48:18.207,1.55E+12
86,-169,-103.61,-70.87,55.25,0,0,0, 01:48:18.207,1.55E+12
87,-141.62,-100.47,-63.55,92.35,0,0,0, 01:48:18.209,1.55E+12
88,133.89,120.14,177.33,138.63,0,0,0, 01:48:18.209,1.55E+12
89,-105.07,-66.95,-38.13,61.77,0,0,0, 01:48:18.221,1.55E+12
90,-248.07,-205.48,-179.81,32.97,0,0,0, 01:48:18.221,1.55E+12
91,46.14,30.4,91.14,97.13,0,0,0, 01:48:18.237,1.55E+12
92,15.61,25.95,61.57,90.01,0,0,0, 01:48:18.237,1.55E+12
93,-276.08,-203.18,-184.45,44.6,0,0,0, 01:48:18.239,1.55E+12
94,-61.13,-47.11,4.34,86.56,0,0,0, 01:48:18.239,1.55E+12
95,66.07,82.53,117.17,100.06,0,0,0, 01:48:18.251,1.55E+12
96,-231.32,-160.05,-145.57,27.44,0,0,0, 01:48:18.251,1.55E+12
97,-201.47,-166.7,-137.51,47.53,0,0,0, 01:48:18.267,1.55E+12
98,69.27,93.88,123.35,134.07,0,0,0, 01:48:18.267,1.55E+12
99,-135.22,-51.81,-55.93,111.55,0,0,0, 01:48:18.270,1.55E+12
100,-240.08,-154.63,-132.96,117.58,0,0,0, 01:48:18.270,1.55E+12
101,23.03,71.3,95.89,157.03,0,0,0, 01:48:18.281,1.55E+12
102,-33.71,53.5,57.09,120.46,0,0,0, 01:48:18.281,1.55E+12
103,-295.07,-188.28,-191.39,52.51,0,0,0, 01:48:18.301,1.55E+12
104,-8.12,1.96,43.84,163.79,0,0,0, 01:48:18.301,1.55E+12
105,111.23,123.99,158.65,225.62,0,0,0, 01:48:18.308,1.55E+12
106,-139.06,-85.5,-75.39,182.39,0,0,0, 01:48:18.308,1.55E+12
107,-97.27,-73.01,-39.22,210.77,0,0,0, 01:48:18.313,1.55E+12
108,187.15,160.58,208.17,288.37,0,0,0, 01:48:18.313,1.55E+12
109,-27.09,-4.72,15.39,232.63,0,0,0, 01:48:18.327,1.55E+12
110,-157.66,-140.82,-112.24,211.32,0,0,0, 01:48:18.327,1.55E+12
111,122.36,90.66,139.99,293.06,0,0,0, 01:48:18.342,1.55E+12
112,100.99,94.15,127.2,281.96,0,0,0, 01:48:18.342,1.55E+12
113,-157.65,-122.96,-108.92,276.06,0,0,0, 01:48:18.348,1.55E+12
114,26.63,-6.89,39.73,291.08,0,0,0, 01:48:18.348,1.55E+12
115,157.44,125.07,175.26,318.21,0,0,0, 01:48:18.357,1.55E+12
116,-99.4,-73.07,-47.8,289.43,0,0,0, 01:48:18.357,1.55E+12
117,-62.11,-64.42,-14.89,323.54,0,0,0, 01:48:18.361,1.55E+12
118,221.09,183.2,248.74,375.09,0,0,0, 01:48:18.361,1.55E+12
119,17.31,31.51,66.3,310.97,0,0,0, 01:48:18.371,1.55E+12
120,-134.05,-108.29,-70.45,293.89,0,0,0, 01:48:18.371,1.55E+12
121,153.65,126.52,183.88,362.25,0,0,0, 01:48:18.387,1.55E+12
122,126.47,127.85,164.07,341.65,0,0,0, 01:48:18.387,1.55E+12
123,-177.76,-133.28,-97.18,276.06,0,0,0, 01:48:18.389,1.55E+12
124,38.59,29.35,90.33,304.58,0,0,0, 01:48:18.389,1.55E+12
125,164.37,147.91,196.88,296.82,0,0,0, 01:48:18.401,1.55E+12
126,-122.66,-80.47,-59.83,212.07,0,0,0, 01:48:18.401,1.55E+12
127,-105.39,-91.9,-49.77,217.42,0,0,0, 01:48:18.417,1.55E+12
128,194.6,164.27,228.68,290.8,0,0,0, 01:48:18.417,1.55E+12
129,-58.71,-34,-10.55,213,0,0,0, 01:48:18.419,1.55E+12
130,-197.72,-162.65,-142.67,209.05,0,0,0, 01:48:18.419,1.55E+12
131,111.64,89.76,123.3,301.01,0,0,0, 01:48:18.435,1.55E+12
132,67.79,68.72,81.03,267.39,0,0,0, 01:48:18.435,1.55E+12
133,-192.73,-159.44,-151.62,228.02,0,0,0, 01:48:18.447,1.55E+12
134,45.3,-13.49,30.44,287.59,0,0,0, 01:48:18.447,1.55E+12
135,168.9,113.6,154.73,293.94,0,0,0, 01:48:18.450,1.55E+12
136,-114.66,-121.17,-108.39,219.81,0,0,0, 01:48:18.450,1.55E+12
137,-95.49,-120.42,-78.14,253.98,0,0,0, 01:48:18.462,1.55E+12
138,177.05,116.89,165.96,319.91,0,0,0, 01:48:18.462,1.55E+12
139,-49.83,-53.42,-30.63,245.41,0,0,0, 01:48:18.477,1.55E+12
140,-214.75,-200.6,-177.8,216.68,0,0,0, 01:48:18.477,1.55E+12
141,52.64,15.67,58.08,287.64,0,0,0, 01:48:18.479,1.55E+12
142,7.11,-0.15,7.52,244.27,0,0,0, 01:48:18.479,1.55E+12
143,-286.52,-248.11,-236.45,185.1,0,0,0, 01:48:18.492,1.55E+12
144,-73.57,-90.3,-52.87,229.22,0,0,0, 01:48:18.492,1.55E+12
145,79.95,56.25,94.01,249.39,0,0,0, 01:48:18.507,1.55E+12
146,-198.58,-154.31,-156.47,166.1,0,0,0, 01:48:18.507,1.55E+12
147,-186.42,-174.22,-144.31,177.99,0,0,0, 01:48:18.514,1.55E+12
148,131.64,97.06,141.04,238.77,0,0,0, 01:48:18.514,1.55E+12
149,-90.86,-65.45,-56.47,165.88,0,0,0, 01:48:18.527,1.55E+12
150,-264.03,-224.56,-213.93,128.9,0,0,0, 01:48:18.527,1.55E+12
151,33.19,1.47,43.41,192.33,0,0,0, 01:48:18.538,1.55E+12
152,-6.08,-12.86,14.13,152.92,0,0,0, 01:48:18.538,1.55E+12
153,-328.94,-292.85,-291.19,78.59,0,0,0, 01:48:18.543,1.55E+12
154,-122.97,-143.23,-110.11,129.66,0,0,0, 01:48:18.543,1.55E+12
155,19.69,-5.13,19.94,150.71,0,0,0, 01:48:18.553,1.55E+12
156,-277.21,-233.88,-244.41,85.17,0,0,0, 01:48:18.553,1.55E+12
157,-243.08,-238.5,-215.13,101.76,0,0,0, 01:48:18.567,1.55E+12
158,76.68,43.16,81.59,163.68,0,0,0, 01:48:18.567,1.55E+12
159,-179.39,-158.91,-142.18,89.63,0,0,0, 01:48:18.575,1.55E+12
160,-336.13,-299.33,-298.61,43.23,0,0,0, 01:48:18.575,1.55E+12
161,-23.97,-52.72,-14.23,131.58,0,0,0, 01:48:18.583,1.55E+12
162,-62.93,-61.96,-48.51,116.02,0,0,0, 01:48:18.583,1.55E+12
163,-376.6,-324.22,-314.3,42.26,0,0,0, 01:48:18.597,1.55E+12
164,-140.91,-148.36,-130.21,111.04,0,0,0, 01:48:18.597,1.55E+12
165,2.17,-18.82,11.52,131.9,0,0,0, 01:48:18.602,1.55E+12
166,-290.85,-246.64,-257.7,57.85,0,0,0, 01:48:18.602,1.55E+12
167,-274.37,-248.58,-248.09,90.53,0,0,0, 01:48:18.615,1.55E+12
168,28.67,13.37,41.51,154.2,0,0,0, 01:48:18.615,1.55E+12
169,-179.9,-143.66,-154.04,103.12,0,0,0, 01:48:18.627,1.55E+12
170,-317.22,-281.82,-284.92,92.35,0,0,0, 01:48:18.627,1.55E+12
171,-19.14,-37.57,-17.71,165.09,0,0,0, 01:48:18.633,1.55E+12
172,-38.15,-30.31,-14.69,131.87,0,0,0, 01:48:18.633,1.55E+12
173,-354.09,-296.87,-290.77,57.36,0,0,0, 01:48:18.659,1.55E+12
174,-143.29,-155.08,-124.96,103.14,0,0,0, 01:48:18.659,1.55E+12
175,36.53,22.18,41.01,145.21,0,0,0, 01:48:18.668,1.55E+12
176,-260.91,-220.64,-241.89,62.48,0,0,0, 01:48:18.668,1.55E+12
177,-293.59,-260.83,-263.56,65.78,0,0,0, 01:48:18.669,1.55E+12
178,40.58,15.93,47.53,131.2,0,0,0, 01:48:18.669,1.55E+12
179,-177.08,-143.32,-135.8,58.65,0,0,0, 01:48:18.676,1.55E+12
180,-363.89,-319.64,-304.48,16.69,0,0,0, 01:48:18.676,1.55E+12
181,-33,-53.61,-24.06,73.11,0,0,0, 01:48:18.687,1.55E+12
182,-38.68,-47.24,-43.31,64,0,0,0, 01:48:18.687,1.55E+12
183,-374.33,-319.63,-330.55,-19.75,0,0,0, 01:48:18.692,1.55E+12
184,-158.7,-161.05,-131.37,35.1,0,0,0, 01:48:18.692,1.55E+12
185,20.64,-6.53,8.04,62.27,0,0,0, 01:48:18.702,1.55E+12
186,-305.18,-261.21,-262.56,-26.33,0,0,0, 01:48:18.702,1.55E+12
187,-294.8,-286.48,-256.47,-11.76,0,0,0, 01:48:18.717,1.55E+12
188,36.61,3.6,39.8,44.07,0,0,0, 01:48:18.717,1.55E+12
189,-204.66,-173.13,-178.34,-16.63,0,0,0, 01:48:18.721,1.55E+12
190,-370.73,-323.92,-328.9,-34.77,0,0,0, 01:48:18.721,1.55E+12
191,-23.52,-43.03,-9.36,61.46,0,0,0, 01:48:18.731,1.55E+12
192,-35.18,-43.68,-44.05,41.48,0,0,0, 01:48:18.731,1.55E+12
193,-350.12,-292.95,-316.08,-29.39,0,0,0, 01:48:18.747,1.55E+12
194,-115.94,-130.2,-107.37,23.4,0,0,0, 01:48:18.747,1.55E+12
195,23.19,10.19,24.45,40.13,0,0,0, 01:48:18.750,1.55E+12
196,-278.96,-236.08,-245.66,-35.23,0,0,0, 01:48:18.750,1.55E+12
197,-271.3,-247.92,-250.22,-23.22,0,0,0, 01:48:18.762,1.55E+12
198,55.52,32.86,51.11,48.2,0,0,0, 01:48:18.762,1.55E+12
199,-158.17,-142.38,-148.47,-21.74,0,0,0, 01:48:18.777,1.55E+12
200,-349.72,-296.9,-300.15,-56.3,0,0,0, 01:48:18.777,1.55E+12
0,-15.84,-34.08,-7.5,26.72,0,0,0, 01:48:18.783,1.55E+12
1,-21.64,-27.26,-21.8,1.63,0,0,0, 01:48:18.792,1.55E+12
2,-333.21,-285.93,-303.98,-62.41,0,0,0, 01:48:18.792,1.55E+12
3,-139.81,-150.39,-132.85,-19.68,0,0,0, 01:48:18.798,1.55E+12
4,40.29,21.27,30.74,3.2,0,0,0, 01:48:18.798,1.55E+12
5,-278.42,-241.1,-228.69,-77.31,0,0,0, 01:48:18.807,1.55E+12
6,-281.43,-275.44,-255.51,-73.91,0,0,0, 01:48:18.807,1.55E+12
7,67.67,25.69,51.08,11.78,0,0,0, 01:48:18.822,1.55E+12
8,-142.9,-127.6,-129.03,-65.77,0,0,0, 01:48:18.822,1.55E+12
9,-346.78,-305.9,-323.38,-104.31,0,0,0, 01:48:18.829,1.55E+12
10,1.15,-17.16,-4.25,-16.51,0,0,0, 01:48:18.829,1.55E+12
11,-21.03,-31.01,-29.61,-40.13,0,0,0, 01:48:18.837,1.55E+12
12,-344.56,-298.13,-314.63,-110.4,0,0,0, 01:48:18.837,1.55E+12
13,-138.28,-140.97,-131.87,-59.79,0,0,0, 01:48:18.853,1.55E+12
14,65.63,50.75,54.26,-23.29,0,0,0, 01:48:18.853,1.55E+12
15,-249.55,-201.31,-234,-92.06,0,0,0, 01:48:18.856,1.55E+12
16,-242.87,-219.55,-224.79,-78.77,0,0,0, 01:48:18.856,1.55E+12
17,109.01,82.01,92.65,6.07,0,0,0, 01:48:18.868,1.55E+12
18,-125.34,-94.22,-110.54,-82.29,0,0,0, 01:48:18.868,1.55E+12
19,-306.06,-276.32,-268.74,-125.11,0,0,0, 01:48:18.883,1.55E+12
20,49.51,24.13,35.2,-42.76,0,0,0, 01:48:18.883,1.55E+12
21,21.8,26.98,19.81,-67.1,0,0,0, 01:48:18.888,1.55E+12
22,-280.06,-235.65,-245.86,-144.79,0,0,0, 01:48:18.888,1.55E+12
23,-61.7,-69.06,-74.56,-92.91,0,0,0, 01:48:18.898,1.55E+12
24,115.53,90.2,89.4,-68.36,0,0,0, 01:48:18.898,1.55E+12
25,-188.06,-153.36,-176.86,-152.56,0,0,0, 01:48:18.912,1.55E+12
26,-198.9,-178.29,-191.16,-134.35,0,0,0, 01:48:18.912,1.55E+12
27,122.09,88.85,118.71,-75.59,0,0,0, 01:48:18.916,1.55E+12
28,-75.52,-48.17,-69.22,-126.49,0,0,0, 01:48:18.916,1.55E+12
29,-277.65,-229.78,-249.88,-170.58,0,0,0, 01:48:18.927,1.55E+12
30,66.25,41.87,57.37,-88.61,0,0,0, 01:48:18.927,1.55E+12
31,44.33,56.2,41.92,-111.63,0,0,0, 01:48:18.942,1.55E+12
32,-268.11,-222.21,-237.82,-193.18,0,0,0, 01:48:18.942,1.55E+12
33,-66.11,-73.93,-77.43,-122.05,0,0,0, 01:48:18.945,1.55E+12
34,124.8,98.46,100.74,-100.6,0,0,0, 01:48:18.945,1.55E+12
35,-186.42,-151.87,-173.02,-175.7,0,0,0, 01:48:18.957,1.55E+12
36,-204.68,-176.1,-197.22,-170.66,0,0,0, 01:48:18.957,1.55E+12
37,138.29,108.64,122.4,-94.69,0,0,0, 01:48:18.972,1.55E+12
38,-75.91,-49.19,-82.94,-157.38,0,0,0, 01:48:18.972,1.55E+12
39,-283.42,-238.24,-265.43,-200.8,0,0,0, 01:48:18.975,1.55E+12
40,67.84,38.91,39.77,-104.65,0,0,0, 01:48:18.975,1.55E+12
41,63.52,60.07,64.9,-122.45,0,0,0, 01:48:18.986,1.55E+12
42,-267.29,-216.67,-231.14,-196.71,0,0,0, 01:48:18.986,1.55E+12
43,-45.07,-49.74,-26.62,-114.47,0,0,0, 01:48:19.002,1.55E+12
44,154.54,129.12,131.41,-81.6,0,0,0, 01:48:19.002,1.55E+12
45,-182.69,-131.06,-154.42,-168.76,0,0,0, 01:48:19.005,1.55E+12
46,-174.58,-145.31,-159.89,-152.29,0,0,0, 01:48:19.005,1.55E+12
47,161.15,130.66,124.14,-91.23,0,0,0, 01:48:19.016,1.55E+12
48,-55.57,-26.37,-42.51,-168.48,0,0,0, 01:48:19.016,1.55E+12
49,-257.2,-219.4,-229.69,-196.55,0,0,0, 01:48:19.032,1.55E+12
50,98.56,72.59,88.69,-105.69,0,0,0, 01:48:19.032,1.55E+12
51,69.04,54.15,51.51,-142.56,0,0,0, 01:48:19.034,1.55E+12
52,-262.46,-215.8,-235.57,-219.89,0,0,0, 01:48:19.034,1.55E+12
53,-51.37,-59.46,-57.05,-154.56,0,0,0, 01:48:19.046,1.55E+12
54,141.16,116.41,127.89,-123.77,0,0,0, 01:48:19.046,1.55E+12
55,-178.69,-141.5,-153.69,-217.14,0,0,0, 01:48:19.062,1.55E+12
56,-174.87,-156.6,-171.2,-192.48,0,0,0, 01:48:19.062,1.55E+12
57,147.8,113.88,119.84,-115.67,0,0,0, 01:48:19.063,1.55E+12
58,-50.44,-23.91,-53.32,-188.61,0,0,0, 01:48:19.063,1.55E+12
59,-256.54,-223.58,-224.45,-229.83,0,0,0, 01:48:19.076,1.55E+12
60,78.28,50.82,70.26,-156.22,0,0,0, 01:48:19.076,1.55E+12
61,80.6,78.04,71.23,-166.98,0,0,0, 01:48:19.092,1.55E+12
62,-243.67,-198.01,-201.83,-244.78,0,0,0, 01:48:19.092,1.55E+12
63,-49.94,-52.43,-58.16,-188.97,0,0,0, 01:48:19.094,1.55E+12
64,156.46,129.6,132.09,-153.29,0,0,0, 01:48:19.094,1.55E+12
65,-163.72,-125.23,-141.87,-238.29,0,0,0, 01:48:19.106,1.55E+12
66,-179.59,-163.79,-165.73,-227.66,0,0,0, 01:48:19.106,1.55E+12
67,158.85,126.19,140.21,-147.31,0,0,0, 01:48:19.122,1.55E+12
68,-58.28,-28.65,-41.13,-210.48,0,0,0, 01:48:19.122,1.55E+12
69,-257.42,-218.11,-229.39,-245.45,0,0,0, 01:48:19.124,1.55E+12
70,97.41,67.1,87.27,-148.37,0,0,0, 01:48:19.124,1.55E+12
71,95.12,95.71,92.15,-168.14,0,0,0, 01:48:19.137,1.55E+12
72,-231.11,-183.06,-194.37,-241.84,0,0,0, 01:48:19.137,1.55E+12
73,-20.81,-23.35,-11.84,-182.31,0,0,0, 01:48:19.152,1.55E+12
74,171.28,151.5,160.14,-164.76,0,0,0, 01:48:19.152,1.55E+12
75,-162.67,-125.06,-146.11,-254.64,0,0,0, 01:48:19.155,1.55E+12
76,-170.09,-151.14,-154,-230.21,0,0,0, 01:48:19.155,1.55E+12
77,173.47,136.91,156.69,-155.69,0,0,0, 01:48:19.167,1.55E+12
78,-42.92,-19.4,-25.95,-224.46,0,0,0, 01:48:19.167,1.55E+12
79,-238.93,-201.58,-217.37,-258.29,0,0,0, 01:48:19.184,1.55E+12
80,97.8,78.39,93.31,-164.85,0,0,0, 01:48:19.184,1.55E+12
81,83.87,75.18,70.07,-191.02,0,0,0, 01:48:19.187,1.55E+12
82,-231.56,-178.51,-199.25,-262.84,0,0,0, 01:48:19.187,1.55E+12
83,-7.78,-13.17,-5.61,-200.81,0,0,0, 01:48:19.212,1.55E+12
84,172.95,149.77,150.54,-173.64,0,0,0, 01:48:19.212,1.55E+12
85,-147.66,-105.95,-117.96,-265.5,0,0,0, 01:48:19.216,1.55E+12
86,-155.13,-147.17,-148.5,-236.77,0,0,0, 01:48:19.216,1.55E+12
87,163.99,125.62,144.41,-157.44,0,0,0, 01:48:19.216,1.55E+12
88,-39.83,-21.87,-30.82,-218.29,0,0,0, 01:48:19.216,1.55E+12
89,-254.73,-218.68,-220.78,-265.71,0,0,0, 01:48:19.227,1.55E+12
90,85.99,52.29,72.53,-163.32,0,0,0, 01:48:19.227,1.55E+12
91,78.79,73.55,74.04,-185.95,0,0,0, 01:48:19.242,1.55E+12
92,-248.09,-208.43,-220.42,-272.96,0,0,0, 01:48:19.242,1.55E+12
93,-51.78,-57.35,-43.64,-195.65,0,0,0, 01:48:19.245,1.55E+12
94,152.21,125.22,133.21,-164.67,0,0,0, 01:48:19.245,1.55E+12
95,-161.86,-112.94,-128.35,-238.09,0,0,0, 01:48:19.256,1.55E+12
96,-176.28,-161.74,-162.81,-224.1,0,0,0, 01:48:19.256,1.55E+12
97,159.89,123.96,136.64,-150.61,0,0,0, 01:48:19.273,1.55E+12
98,-32.19,-16.01,-27.33,-210.14,0,0,0, 01:48:19.273,1.55E+12
99,-256.65,-231.98,-234.73,-245.79,0,0,0, 01:48:19.275,1.55E+12
100,86.53,43.67,61.69,-158.8,0,0,0, 01:48:19.275,1.55E+12
101,84.05,78.57,80.47,-177.96,0,0,0, 01:48:19.286,1.55E+12
102,-264.81,-216.48,-227.19,-255.54,0,0,0, 01:48:19.286,1.55E+12
103,-62.44,-73.78,-52.9,-210.08,0,0,0, 01:48:19.303,1.55E+12
104,167.79,137.25,147.56,-148.55,0,0,0, 01:48:19.303,1.55E+12
105,-176.26,-139.41,-142.42,-229.42,0,0,0, 01:48:19.312,1.55E+12
106,-178.58,-157.99,-154.9,-216.39,0,0,0, 01:48:19.312,1.55E+12
107,144.29,110.62,137.4,-144.06,0,0,0, 01:48:19.316,1.55E+12
108,-49.81,-30,-39.29,-203.2,0,0,0, 01:48:19.316,1.55E+12
109,-263.88,-221.63,-237.87,-254.55,0,0,0, 01:48:19.332,1.55E+12
110,80.63,43.22,65.35,-151.42,0,0,0, 01:48:19.332,1.55E+12
111,72.18,63.74,64.82,-173.26,0,0,0, 01:48:19.339,1.55E+12
112,-252.75,-209.7,-239.36,-246.79,0,0,0, 01:48:19.339,1.55E+12
113,-50.04,-57.55,-48.18,-188.71,0,0,0, 01:48:19.346,1.55E+12
114,150.95,116.17,132.34,-149.83,0,0,0, 01:48:19.346,1.55E+12
115,-179.4,-140.98,-146.7,-228.69,0,0,0, 01:48:19.363,1.55E+12
116,-180.6,-163.59,-163.99,-211.88,0,0,0, 01:48:19.364,1.55E+12
117,136.46,92.76,114.87,-132.86,0,0,0, 01:48:19.367,1.55E+12
118,-52.05,-39.85,-49.3,-199.19,0,0,0, 01:48:19.367,1.55E+12
119,-273.58,-231.25,-242.29,-236.39,0,0,0, 01:48:19.377,1.55E+12
120,62.87,36.69,44.14,-135.72,0,0,0, 01:48:19.377,1.55E+12
121,78.35,70.7,72.53,-155.55,0,0,0, 01:48:19.392,1.55E+12
122,-252.37,-206.97,-222.16,-228.43,0,0,0, 01:48:19.392,1.55E+12
123,-70.04,-77.39,-68.33,-169.42,0,0,0, 01:48:19.397,1.55E+12
124,142,115.13,120.2,-134.5,0,0,0, 01:48:19.397,1.55E+12
125,-174.64,-141.35,-154.19,-223.39,0,0,0, 01:48:19.406,1.55E+12
126,-187.17,-170.28,-170.12,-207.29,0,0,0, 01:48:19.406,1.55E+12
127,129.2,99.15,106.45,-142.05,0,0,0, 01:48:19.422,1.55E+12
128,-41.59,-16.43,-32.48,-204,0,0,0, 01:48:19.422,1.55E+12
129,-290.69,-249,-266.57,-250.64,0,0,0, 01:48:19.427,1.55E+12
130,52.44,24.37,53.59,-168.14,0,0,0, 01:48:19.427,1.55E+12
131,82.43,83.9,70.67,-176.65,0,0,0, 01:48:19.436,1.55E+12
132,-258.7,-216.72,-227.62,-251.94,0,0,0, 01:48:19.436,1.55E+12
133,-49.73,-68.29,-52.21,-190.78,0,0,0, 01:48:19.452,1.55E+12
134,156.54,128.13,120.36,-157.21,0,0,0, 01:48:19.452,1.55E+12
135,-195.82,-165.16,-173.09,-255.4,0,0,0, 01:48:19.457,1.55E+12
136,-202.83,-184.21,-180.7,-244.33,0,0,0, 01:48:19.457,1.55E+12
137,126.17,89.36,105.26,-161.21,0,0,0, 01:48:19.466,1.55E+12
138,-55.87,-42.17,-58.55,-217.27,0,0,0, 01:48:19.466,1.55E+12
139,-281.13,-239.24,-247.73,-254.8,0,0,0, 01:48:19.482,1.55E+12
140,55.23,20.35,37.54,-168.45,0,0,0, 01:48:19.482,1.55E+12
141,55.65,40.88,49.69,-195.32,0,0,0, 01:48:19.486,1.55E+12
142,-278.95,-227.27,-240.3,-249.17,0,0,0, 01:48:19.486,1.55E+12
143,-68.02,-79.6,-68.09,-189.14,0,0,0, 01:48:19.496,1.55E+12
144,140.31,101.76,114.92,-139.78,0,0,0, 01:48:19.496,1.55E+12
145,-183.6,-148.13,-170.55,-225.21,0,0,0, 01:48:19.512,1.55E+12
